,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
11607,Teague,Harry,,,,,1949-06-29,M,rep,NM,2.0,,Democrat,http://teague.house.gov,,,,,,,,,,,T000466,1938.0,N00029556,,H8NM02032,1030431.0,412316,102408.0,Harry Teague,,20931.0,Harry Teague
11608,Tiahrt,Todd,,,,,1951-06-15,M,rep,KS,4.0,,Republican,http://www.house.gov/tiahrt,,,,,,,,,,,T000260,1158.0,N00008144,,H4KS04087,,400405,21953.0,,,29524.0,Todd Tiahrt
11609,Wamp,Zach,,,,,1957-10-28,M,rep,TN,3.0,,Republican,http://www.house.gov/wamp,,,,,,,,,,,W000119,1199.0,N00003159,,H2TN03052,36792.0,400421,21995.0,,,29567.0,Zach Wamp
11610,Watson,Diane,E.,,,,1933-11-12,F,rep,CA,33.0,,Democrat,http://www.house.gov/watson,,,,,,,,,,,W000794,1682.0,N00013744,,H2CA32099,4372.0,400423,3587.0,,,20106.0,Diane Watson
11611,Wexler,Robert,,,,,1961-01-02,M,rep,FL,19.0,,Democrat,http://wexler.house.gov,,,,,,,,,,,W000314,1537.0,N00002905,,H6FL19038,,400430,882.0,,,29715.0,Robert Wexler
11612,Wilson,Charles,A.,,,,1943-01-18,M,rep,OH,6.0,,Democrat,http://charliewilson.house.gov,,,,,,,,,,,W000801,1869.0,N00003528,,H6OH06095,1022147.0,412227,10092.0,,,20739.0,Charlie Wilson (Ohio politician)
11613,Burris,Roland,,,,,1937-08-03,M,sen,IL,,3.0,Democrat,http://burris.senate.gov/,,,,,,,,,,,B001266,1963.0,N00015389,S328,S4IL00057,2462.0,412328,18168.0,,,40903.0,Roland Burris
11614,Kaufman,Edward,E.,,,,1939-03-15,M,sen,DE,,2.0,Democrat,http://kaufman.senate.gov/,,,,,,,,,,,K000373,1964.0,N00030767,S329,,1030984.0,412329,110918.0,,,40901.0,Ted Kaufman
11615,Murphy,Scott,,,,,1970-01-26,M,rep,NY,20.0,,Democrat,http://scottmurphy.house.gov/,,,,,,,,,,,M001178,1968.0,N00030682,,H0NY20079,9263721.0,412332,110967.0,,,20956.0,Scott Murphy
11616,LeMieux,George,S.,,,,1969-05-21,M,sen,FL,,3.0,Republican,http://lemieux.senate.gov/,,,,,,,,,,,L000572,1971.0,N00031304,S333,S2FL00227,46456.0,412380,17431.0,,,40911.0,George LeMieux
11617,Kirk,Paul,G.,Jr.,,,1938-01-18,M,sen,MA,,1.0,Democrat,http://kirk.senate.gov/ ,,,,,,,,,,,K000374,1972.0,N00031303,S334,,,412381,116298.0,,,40912.0,Paul G. Kirk
11618,Djou,Charles,,,,,1970-08-09,M,rep,HI,1.0,,Republican,http://djou.house.gov/,,,,,,,,,,,D000611,1978.0,N00029460,,H0HI01157,9267955.0,412387,17827.0,,,20961.0,Charles Djou
11619,Goodwin,Carte,P.,,,,1974-02-27,M,sen,WV,,1.0,Democrat,,,,,,,,,,,,G000561,1980.0,N00032762,S336,,9266706.0,412389,126202.0,,,40914.0,Carte Goodwin
11620,Cardoza,Dennis,A.,,,,1959-03-31,M,rep,CA,18.0,,Democrat,http://www.house.gov/cardoza,2437 Rayburn House Office Building;  20515-0518,202-225-6131,https://forms.house.gov/wyr/welcome.shtml,,,,,,,,C001050,1709.0,N00024874,,H2CA18056,87444.0,400065,9680.0,,,20306.0,Dennis Cardoza
11621,Davis,Geoff,,,,,1958-10-26,M,rep,KY,4.0,,Republican,http://geoffdavis.house.gov,1119 Longworth House Office Building;  20515-1704,202-225-3465,http://geoffdavis.house.gov/Contact.aspx,,,,,,,,D000603,1784.0,N00024862,,H2KY04071,1011405.0,400633,35212.0,,,20511.0,Geoff Davis
11622,Giffords,Gabrielle,,,,,1970-06-08,F,rep,AZ,8.0,,Democrat,http://giffords.house.gov,1030 Longworth House Office Building;  20515-0308,,,,,,,,,,G000554,1831.0,N00027829,,H6AZ08038,1021830.0,412188,28507.0,,,20701.0,Gabby Giffords
11623,Harman,Jane,,,,,1945-06-28,F,rep,CA,36.0,,Democrat,http://www.house.gov/harman,,,,,,,,,,,H000213,502.0,N00006750,,H2CA27107,16717.0,400166,26768.0,,,29318.0,Jane Harman
11624,Inslee,Jay,,,,,1951-02-09,M,rep,WA,1.0,,Democrat,http://www.house.gov/inslee,2329 Rayburn House Office Building;  20515-4701,202-225-6311,http://www.house.gov/inslee/contact/email.html,,,,,,,,I000026,584.0,N00001725,,H2WA04090,26139.0,400193,27125.0,Jay Inslee,,29937.0,Jay Inslee
11625,Lee,Christopher,John,,,,1964-04-01,M,rep,NY,26.0,,Republican,http://chrislee.house.gov,,,,,,,,,,,L000568,1944.0,N00030198,,H8NY26095,1031304.0,412291,110348.0,,,20936.0,Chris Lee (New York politician)
11626,McCotter,Thaddeus,G.,,Thad,,1965-08-22,M,rep,MI,11.0,,Republican,http://mccotter.house.gov,2243 Rayburn House Office Building;  20515-2211,202-225-8171,http://mccotter.house.gov/HoR/MI11/Contact/Office+Contact+Information/Zipcode+Authentication+Page.htm,,,,,,,,M001147,1732.0,N00013808,,H2MI00037,,400260,19847.0,,,20332.0,Thaddeus McCotter
11627,Payne,Donald,M.,,,,1934-07-16,M,rep,NJ,10.0,,Democrat,http://www.house.gov/payne,2310 Rayburn House Office Building;  20515-3010,202-225-3436,http://www.house.gov/payne/IMA/email.shtml,,,,,,,,P000149,902.0,N00000716,,H0NJ10026,6108.0,400312,26957.0,,,15619.0,Donald M. Payne
11628,Weiner,Anthony,David,,,,1964-09-04,M,rep,NY,9.0,,Democrat,http://www.house.gov/weiner,2104 Rayburn House Office Building;  20515-3209,,,,,,,,,,W000792,1597.0,N00001110,,H8NY09091,,400426,23162.0,,,29926.0,Anthony Weiner
11629,Wu,David,,,,,1955-04-08,M,rep,OR,1.0,,Democrat,http://www.house.gov/wu,2338 Rayburn House Office Building;  20515-3701,,,,,,,,,,W000793,1598.0,N00009824,,H8OR01072,57882.0,400437,23797.0,,,29931.0,David Wu
11630,Jackson,Jesse,Louis,Jr.,,Jesse L. Jackson Jr.,1965-03-11,M,rep,IL,2.0,,Democrat,http://www.house.gov/jackson/,2419 Rayburn HOB; Washington DC 20515-1302,202-225-0773,http://www.house.gov/jackson/ContactByEMail.shtml,,,,,,,,J000283,587.0,N00012457,,H6IL02124,39073.0,400198,72.0,,,29585.0,Jesse Jackson Jr.
11631,Filner,Bob,,,,Bob Filner,1942-09-04,M,rep,CA,51.0,,Democrat,http://www.house.gov/filner,2428 Rayburn HOB; Washington DC 20515-0551,202-225-8045,http://www.house.gov/writerep,,,,,,,,F000116,381.0,N00007033,,H2CA50034,26133.0,400133,26774.0,,,29325.0,Bob Filner
11632,Obama,Barack,,,,,1961-08-04,M,sen,IL,,3.0,Democrat,http://obama.senate.gov/,,,,,,,,,,,O000167,1763.0,N00009638,S298,S4IL00180,,400629,9490.0,Barack Obama,,40502.0,Barack Obama
11633,Inouye,Daniel,K.,,,Daniel K. Inouye,1924-09-07,M,sen,HI,,3.0,Democrat,http://inouye.senate.gov/,722 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-3934,http://www.inouye.senate.gov/Contact/ContactDKI.cfm,,,,,,,,I000025,1369.0,N00001762,S051,S4HI00011,2568.0,300056,53285.0,,,4812.0,Daniel Inouye
11634,Akaka,Daniel,Kahikina,,,Daniel K. Akaka,1924-09-11,M,sen,HI,,1.0,Democrat,http://akaka.senate.gov,141 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6361,http://www.akaka.senate.gov/email-senator-akaka.cfm,,,,,,,,A000069,7.0,N00007653,S213,S0HI00084,8704.0,300001,53286.0,,,14400.0,Daniel Akaka
11635,Bingaman,Jeff,,,,Jeff Bingaman,1943-10-03,M,sen,NM,,1.0,Democrat,http://bingaman.senate.gov,703 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-5521,http://www.bingaman.senate.gov/contact/,,,,,,,,B000468,1285.0,N00006518,S167,S2NM00021,590.0,300009,53326.0,,,14912.0,Jeff Bingaman
11636,Conrad,Kent,Kent,,,Kent Conrad,1948-03-12,M,sen,ND,,1.0,Democrat,http://conrad.senate.gov,530 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2043,http://www.conrad.senate.gov/contact/webform.cfm,,,,,,,,C000705,1307.0,N00004613,S201,S6ND00058,2517.0,300026,53331.0,,,15502.0,Kent Conrad
11637,Hutchison,Kay,Bailey,,,Kay Bailey Hutchison,1943-07-22,F,sen,TX,,1.0,Republican,http://hutchison.senate.gov/,284 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-5922,http://www.hutchison.senate.gov/?p=email_kay,,,,,,,,H001016,1368.0,N00005675,S235,S4TX00086,24713.0,300054,53349.0,,,49306.0,Kay Bailey Hutchison
11638,Kohl,Herbert,H.,,Herb,Herb Kohl,1935-02-07,M,sen,WI,,1.0,Democrat,http://kohl.senate.gov/,330 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-5653,http://www.kohl.senate.gov/contact.cfm,,,,,,,,K000305,1380.0,N00004309,S209,S6WI00061,4030.0,300061,53362.0,,,15703.0,Herb Kohl
11639,Lieberman,Joseph,I.,,,Joseph I. Lieberman,1942-02-24,M,sen,CT,,1.0,Independent,http://lieberman.senate.gov/,706 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4041,http://www.lieberman.senate.gov/index.cfm/contact/email-me-about-an-issue,,,,,,,,L000304,1385.0,N00000616,S210,S8CT00022,4363.0,300067,53278.0,,,15704.0,Joe Lieberman
11640,Lugar,Richard,G.,,,Richard G. Lugar,1932-04-04,M,sen,IN,,1.0,Republican,http://lugar.senate.gov/,306 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4814,http://www.lugar.senate.gov/contact/,,,,,,,,L000504,1387.0,N00001764,S105,S4IN00014,255.0,300070,53292.0,,,14506.0,Richard Lugar
11641,Nelson,Ben,E.,,,Ben Nelson,1941-05-17,M,sen,NE,,1.0,Democrat,http://bennelson.senate.gov/,720 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6551,http://www.bennelson.senate.gov/contact-me.cfm,,,,,,,,N000180,1627.0,N00005329,S283,S6NE00095,16991.0,300077,21744.0,,,40103.0,Ben Nelson
11642,Snowe,Olympia,J.,,,Olympia J. Snowe,1947-02-21,F,sen,ME,,1.0,Republican,http://snowe.senate.gov/,154 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-5344,http://www.snowe.senate.gov/public/index.cfm/contact?p=email,,,,,,,,S000663,1085.0,N00000480,S245,S4ME00055,,300091,26885.0,,,14661.0,Olympia Snowe
11643,Webb,Jim,,,,Jim Webb,1946-02-09,M,sen,VA,,1.0,Democrat,http://webb.senate.gov/,248 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4024,http://www.webb.senate.gov/contact.cfm,,,,,,,,W000803,1822.0,N00028058,S315,S6VA00127,1914.0,412249,60043.0,,,40706.0,Jim Webb
11644,Brown,Scott,,,,Scott P. Brown,1959-09-12,M,sen,MA,,1.0,Republican,http://scottbrown.senate.gov,359 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4543,http://www.scottbrown.senate.gov/public/index.cfm/emailscottbrown,,,,,,,,B001268,1975.0,N00031174,S335,S0MA00109,9266532.0,412384,18919.0,Scott Brown (Massachusetts),,40913.0,Scott Brown (politician)
11645,Ackerman,Gary,L.,,,Gary L. Ackerman,1942-11-19,M,rep,NY,5.0,,Democrat,http://ackerman.house.gov/,2111 Rayburn HOB; Washington DC 20515-3205,202-225-2601,http://www.house.gov/writerep,,,,,,,,A000022,4.0,N00001143,,H4NY07011,1002061.0,400003,26970.0,,,15000.0,Gary Ackerman
11646,Adams,Sandy,,,,Sandy Adams,1956-12-14,F,rep,FL,24.0,,Republican,http://adams.house.gov/,216 Cannon HOB; Washington DC 20515-0924,202-225-2706,,,,,,,,,A000366,2006.0,N00030926,,H0FL24049,,412414,31041.0,,,21120.0,Sandy Adams
11647,Akin,W.,Todd,,,W. Todd Akin,1947-07-05,M,rep,MO,2.0,,Republican,http://akin.house.gov,117 Cannon HOB; Washington DC 20515-2502,202-225-2561,http://akin.house.gov/email.shtml,,,,,,,,A000358,1655.0,N00009677,,H0MO02148,87412.0,400005,9301.0,,,20123.0,Todd Akin
11648,Altmire,Jason,,,,Jason Altmire,1968-03-07,M,rep,PA,4.0,,Democrat,http://altmire.house.gov,332 Cannon HOB; Washington DC 20515-3804,202-225-2565,https://forms.house.gov/altmire/webforms/issue_subscribe.htm,,,,,,,,A000362,1873.0,N00027664,,H6PA04110,1022872.0,412231,59999.0,,,20743.0,Jason Altmire
11649,Austria,Steve,,,,Steve Austria,1958-10-12,M,rep,OH,7.0,,Republican,http://austria.house.gov,439 Cannon HOB; Washington DC 20515-3507,202-225-4324,https://forms.house.gov/austria/contact-form.shtml,,,,,,,,A000365,1947.0,N00029412,,H8OH07065,1031355.0,412265,23398.0,,,20940.0,Steve Austria
11650,Baca,Joe,,,,Joe Baca,1947-01-23,M,rep,CA,43.0,,Democrat,http://www.house.gov/baca,2366 Rayburn HOB; Washington DC 20515-0543,202-225-6161,http://www.house.gov/baca/zipauth.shtml,,,,,,,,B001234,1614.0,N00007089,,H6CA42099,81682.0,400009,8039.0,Joe Baca,,29942.0,Joe Baca
11651,Bartlett,Roscoe,G.,,,Roscoe G. Bartlett,1926-06-03,M,rep,MD,6.0,,Republican,http://bartlett.house.gov,2412 Rayburn HOB; Washington DC 20515-2006,202-225-2721,http://www.bartlett.house.gov/Email_Roscoe/,,,,,,,,B000208,60.0,N00002017,,H2MD06054,27026.0,400017,26891.0,,,29356.0,Roscoe Bartlett
11652,Bass,Charles,F.,,Charlie,Charles F. Bass,1952-01-08,M,rep,NH,2.0,,Republican,http://bass.house.gov/,2350 Rayburn HOB; Washington DC 20515-2902,202-225-5206,,,,,,,,,B000220,63.0,N00000423,,H0NH02017,37079.0,400019,22216.0,,,29538.0,Charles Bass
11653,Berg,Rick,,,,Rick Berg,1959-08-16,M,rep,ND,0.0,,Republican,http://berg.house.gov/,323 Cannon HOB; Washington DC 20515-3401,202-225-2611,,,,,,,,,B001272,2037.0,N00031629,,H0ND00135,,412458,7693.0,,,21160.0,Rick Berg
11654,Berkley,Shelley,,,,Shelley Berkley,1951-01-20,F,rep,NV,1.0,,Democrat,http://berkley.house.gov,405 Cannon HOB; Washington DC 20515-2801,202-225-5965,http://berkley.house.gov/contact/email.html,,,,,,,,B001231,1576.0,N00009818,,H8NV01071,,400024,22744.0,,,29922.0,Shelley Berkley
11655,Berman,Howard,L.,,,Howard L. Berman,1941-04-15,M,rep,CA,28.0,,Democrat,http://www.house.gov/berman,2221 Rayburn HOB; Washington DC 20515-0528,202-225-4695,http://www.house.gov/berman/contact/,,,,,,,,B000410,82.0,N00008094,,H2CA26026,1592.0,400025,26756.0,,,15005.0,Howard Berman
11656,Biggert,Judy,,,,Judy Biggert,1937-08-15,F,rep,IL,13.0,,Republican,http://judybiggert.house.gov,2113 Rayburn HOB; Washington DC 20515-1313,202-225-3515,http://judybiggert.house.gov/ContactJudy.aspx,,,,,,,,B001232,1577.0,N00004762,,H8IL13069,57890.0,400027,6298.0,,,29912.0,Judy Biggert
11657,Bilbray,Brian,P.,,,Brian P. Bilbray,1951-01-28,M,rep,CA,50.0,,Republican,http://www.house.gov/bilbray,2410 Rayburn HOB; Washington DC 20515-0550,202-225-0508,http://www.house.gov/bilbray/contact.shtml,,,,,,,,B000461,87.0,N00006981,,H4CA49032,36554.0,400570,21916.0,,,29508.0,Brian Bilbray
11658,Bono Mack,Mary,Whitaker,,,Mary Bono Mack,1961-10-24,F,rep,CA,45.0,,Republican,http://bono.house.gov,104 Cannon HOB; Washington DC 20515-0545,202-225-5330,http://www.house.gov/formbono/issue.htm,,,,,,,,B001228,1465.0,N00007068,,H8CA44034,,400039,1434.0,,,29775.0,Mary Bono
11659,Boren,Dan,,,,Dan Boren,1973-08-02,M,rep,OK,2.0,,Democrat,http://www.house.gov/boren,2447 Rayburn HOB; Washington DC 20515-3602,202-225-2701,http://www.house.gov/boren/emailsignup.shtml,,,,,,,,B001254,1796.0,N00026481,,H4OK02089,1013053.0,400645,46182.0,,,20523.0,Dan Boren
11660,Boswell,Leonard,L.,,,Leonard L. Boswell,1934-01-10,M,rep,IA,3.0,,Democrat,http://boswell.house.gov,1026 Longworth HOB; Washington DC 20515-1503,202-225-3806,http://boswell.house.gov/messageform.htm,,,,,,,,B000652,1466.0,N00004208,,H6IA03144,45520.0,400042,384.0,,,29721.0,Leonard Boswell
11661,Buerkle,Ann Marie,,,,Ann Marie Buerkle,1951-05-08,F,rep,NY,25.0,,Republican,http://buerkle.house.gov/,1630 Longworth HOB; Washington DC 20515-3225,202-225-3701,,,,,,,,,B001276,2045.0,N00031640,,H0NY25078,,412456,127047.0,,,21158.0,Ann Marie Buerkle
11662,Burton,Dan,L.,,,Dan Burton,1938-06-21,M,rep,IN,5.0,,Republican,http://burton.house.gov,2308 Rayburn HOB; Washington DC 20515-1405,202-225-2276,http://burton.house.gov/contacts/new,,,,,,,,B001149,154.0,N00000010,,H2IN06023,,400055,26855.0,,,15014.0,Dan Burton
11663,Canseco,Francisco,,,Quico,"Francisco ""Quico"" Canseco",1949-07-30,M,rep,TX,23.0,,Republican,http://canseco.house.gov/,1339 Longworth HOB; Washington DC 20515-4323,202-225-4511,,,,,,,,,C001082,2066.0,N00026722,,H4TX28046,,412481,50146.0,,,21183.0,Quico Canseco
11664,Carnahan,Russ,,,,Russ Carnahan,1958-07-10,M,rep,MO,3.0,,Democrat,http://www.house.gov/carnahan,1710 Longworth HOB; Washington DC 20515-2503,202-225-2671,http://carnahan.house.gov/contact.shtml,,,,,,,,C001060,1789.0,N00005181,,H0MO00019,1003284.0,400638,39948.0,,,20516.0,Russ Carnahan
11665,Chandler,Ben,,,,Ben Chandler,1959-09-12,M,rep,KY,6.0,,Democrat,http://chandler.house.gov,1504 Longworth HOB; Washington DC 20515-1706,202-225-4706,https://forms.house.gov/wyr/welcome.shtml,,,,,,,,C001058,1759.0,N00026591,,H4KY06072,1007734.0,400442,1891.0,,,20326.0,Ben Chandler
11666,Clarke,Hansen,,,,Hansen Clarke,1957-03-02,M,rep,MI,13.0,,Democrat,http://hansenclarke.house.gov/,1319 Longworth HOB; Washington DC 20515-2213,202-225-2261,,,,,,,,,C001085,2030.0,N00031945,,H0MI13398,,412440,19913.0,,,21145.0,Hansen Clarke
11667,Costello,Jerry,F.,,,Jerry F. Costello,1949-09-25,M,rep,IL,12.0,,Democrat,http://www.house.gov/costello,2408 Rayburn HOB; Washington DC 20515-1312,202-225-5661,http://costello.house.gov/IMA/issue_subscribe.shtml,,,,,,,,C000794,238.0,N00004956,,H8IL21021,6352.0,400082,26849.0,,,15453.0,Jerry Costello
11668,Cravaack,Chip,,,,Chip Cravaack,1959-12-29,M,rep,MN,8.0,,Republican,http://cravaack.house.gov/,508 Cannon HOB; Washington DC 20515-2308,202-225-6211,,,,,,,,,C001086,2031.0,N00031623,,H0MN08115,,412441,122953.0,,,21146.0,Chip Cravaack
11669,Critz,Mark,S.,,,Mark S. Critz,1962-01-05,M,rep,PA,12.0,,Democrat,http://critz.house.gov/,1022 Longworth HOB; Washington DC 20515-3812,202-225-2065,https://critz.house.gov/contact/email-me.shtml,,,,,,,,C001081,1977.0,N00032014,,H0PA12132,9267898.0,412386,119481.0,,,20960.0,Mark Critz
11670,Dicks,Norman,D.,,Norm,Norman D. Dicks,1940-12-16,M,rep,WA,6.0,,Democrat,http://www.house.gov/dicks,2467 Rayburn HOB; Washington DC 20515-4706,202-225-5916,http://www.house.gov/dicks/email.shtml,,,,,,,,D000327,297.0,N00007918,,H6WA06021,8131.0,400109,27127.0,,,14413.0,Norm Dicks
11671,Dreier,David,T.,,,David Dreier,1952-07-05,M,rep,CA,26.0,,Republican,http://dreier.house.gov,233 Cannon HOB; Washington DC 20515-0526,202-225-2305,http://doyle.house.gov/email_mike.shtml,,,,,,,,D000492,317.0,N00006932,,H8CA35032,,400115,26765.0,,,14813.0,David Dreier
11672,Frank,Barney,,,,Barney Frank,1940-03-31,M,rep,MA,4.0,,Democrat,http://www.house.gov/frank,2252 Rayburn HOB; Washington DC 20515-2104,202-225-5931,http://www.house.gov/writerep,,,,,,,,F000339,407.0,N00000275,,H0MA04036,,400140,26897.0,,,14824.0,Barney Frank
11673,Gallegly,Elton,W.,,,Elton Gallegly,1944-03-07,M,rep,CA,24.0,,Republican,http://www.house.gov/gallegly,2309 Rayburn HOB; Washington DC 20515-0524,202-225-5811,http://www.house.gov/writerep,,,,,,,,G000021,425.0,N00007231,,H6CA21028,6712.0,400144,26750.0,,,15413.0,Elton Gallegly
11674,Gonzalez,Charles,A.,,Charlie,Charles A. Gonzalez,1945-05-05,M,rep,TX,20.0,,Democrat,http://gonzalez.house.gov,1436 Longworth HOB; Washington DC 20515-4320,202-225-3236,http://www.gonzalez.house.gov/index.php?option=com_content&task=view&id=170,,,,,,,,G000544,1555.0,N00005960,,H8TX20077,,400152,25445.0,,,29943.0,Charlie Gonzalez
11675,Hayworth,Nan,,,,Nan A. S. Hayworth,1959-12-14,F,rep,NY,19.0,,Republican,http://hayworth.house.gov/,1440 Longworth HOB; Washington DC 20515-3219,202-225-5441,,,,,,,,,H001054,2042.0,N00031124,,H0NY19139,,412452,127041.0,,,21155.0,Nan Hayworth
11676,Herger,Walter,,,Wally,Wally Herger,1945-05-20,M,rep,CA,2.0,,Republican,http://www.house.gov/herger,242 Cannon HOB; Washington DC 20515-0502,202-225-3076,http://www.house.gov/herger/contact.shtml,,,,,,,,H000528,533.0,N00007584,,H6CA02010,12557.0,400176,26728.0,,,15420.0,Wally Herger
11677,Hinchey,Maurice,D.,,,Maurice D. Hinchey,1938-10-27,M,rep,NY,22.0,,Democrat,http://www.house.gov/hinchey,2431 Rayburn HOB; Washington DC 20515-3222,202-225-6335,http://www.house.gov/hinchey/contact/zipauth.shtml,,,,,,,,H000627,541.0,N00001222,,H2NY26080,26164.0,400178,26989.0,,,29380.0,Maurice Hinchey
11678,Holden,Tim,,,,Tim Holden,1957-03-05,M,rep,PA,17.0,,Democrat,http://www.holden.house.gov,2417 Rayburn HOB; Washington DC 20515-3817,202-225-5546,http://www.holden.house.gov/contactform_zipcheck.shtml,,,,,,,,H000712,550.0,N00001469,,H2PA06080,29611.0,400183,27042.0,,,29396.0,Tim Holden
11679,Johnson,Timothy,V.,,,Timothy V. Johnson,1946-07-23,M,rep,IL,15.0,,Republican,http://www.house.gov/timjohnson,1207 Longworth HOB; Washington DC 20515-1315,202-225-2371,http://www.house.gov/timjohnson/contact/index.shtml,,,,,,,,J000285,1648.0,N00012890,,H0IL15053,1020365.0,400207,6338.0,,,20116.0,Tim Johnson (Illinois politician)
11680,Kildee,Dale,E.,,,Dale E. Kildee,1929-09-16,M,rep,MI,5.0,,Democrat,http://www.house.gov/kildee,2107 Rayburn HOB; Washington DC 20515-2205,202-225-3611,http://www.house.gov/writerep,,,,,,,,K000172,631.0,N00004070,,H6MI07108,6743.0,400216,26909.0,,,14430.0,Dale Kildee
11681,Kissell,Larry,,,,Larry Kissell,1951-01-31,M,rep,NC,8.0,,Democrat,http://kissell.house.gov,1632 Longworth HOB; Washington DC 20515-3308,202-225-3715,https://forms.house.gov/kissell/contact-form.shtml,,,,,,,,K000369,1934.0,N00028859,,H6NC08111,1031354.0,412287,57769.0,,,20938.0,Larry Kissell
11682,Kucinich,Dennis,J.,,,Dennis J. Kucinich,1946-10-08,M,rep,OH,10.0,,Democrat,http://kucinich.house.gov,2445 Rayburn HOB; Washington DC 20515-3510,202-225-5871,http://kucinich.house.gov/Contact/Starter.htm,,,,,,,,K000336,1499.0,N00003572,,H6OH23033,45684.0,400227,318.0,,,29748.0,Dennis Kucinich
11683,LaTourette,Steven,C.,,,Steven C. LaTourette,1954-07-22,M,rep,OH,14.0,,Republican,http://www.house.gov/latourette,2371 Rayburn HOB; Washington DC 20515-3514,202-225-5731,http://latourette.house.gov/ContactSteve.aspx,,,,,,,,L000553,667.0,N00003545,,H4OH19036,36748.0,400235,21798.0,,,29553.0,Steve LaTourette
11684,Landry,Jeff,M.,,,Jeffrey M. Landry,1970-12-23,M,rep,LA,3.0,,Republican,http://landry.house.gov/,206 Cannon HOB; Washington DC 20515-1803,202-225-4031,,,,,,,,,L000574,2024.0,N00031503,,H0LA03141,,412433,93509.0,,,21138.0,Jeff Landry
11685,Lewis,Jerry,,,,Jerry Lewis,1934-10-21,M,rep,CA,41.0,,Republican,http://www.house.gov/jerrylewis,2112 Rayburn HOB; Washington DC 20515-0541,202-225-5861,http://www.house.gov/jerrylewis/IMA/WritetoRepresentativeLewis.htm,,,,,,,,L000274,687.0,N00007087,,H8CA37079,1001646.0,400239,26769.0,,,14644.0,Jerry Lewis (California politician)
11686,Lungren,Daniel,E.,,,Daniel E. Lungren,1946-09-22,M,rep,CA,3.0,,Republican,http://www.lungren.house.gov,2313 Rayburn HOB; Washington DC 20515-0503,202-225-5716,https://forms.house.gov/lungren/forms/email.shtml,,,,,,,,L000517,717.0,N00011971,,H6CA34112,,400617,16730.0,,,14647.0,Dan Lungren
11687,Mack,Connie,,IV,,Connie Mack,1967-08-12,M,rep,FL,14.0,,Republican,http://www.house.gov/mack,115 Cannon HOB; Washington DC 20515-0914,202-225-2536,http://mack.house.gov/index.cfm?FuseAction=ContactConnie.ContactForm,,,,,,,,M001155,1776.0,N00026425,,H4FL14059,1013040.0,400622,53996.0,,,20503.0,Connie Mack IV
11688,Manzullo,Donald,A.,,,Donald A. Manzullo,1944-03-24,M,rep,IL,16.0,,Republican,http://manzullo.house.gov,2228 Rayburn HOB; Washington DC 20515-1316,202-225-5676,http://manzullo.house.gov/zipauth.aspx,,,,,,,,M001138,733.0,N00004905,,H0IL16085,26482.0,400252,26843.0,,,29349.0,Don Manzullo
11689,Miller,R.,Bradley,,Brad,Brad Miller,1953-05-19,M,rep,NC,13.0,,Democrat,http://www.house.gov/bradmiller,1127 Longworth HOB; Washington DC 20515-3313,202-225-3032,"http://bradmiller.house.gov/?sectionid=17&sectiontree=9,17",,,,,,,,M001154,1735.0,N00025093,,H2NC13029,,400280,10205.0,,,20341.0,Brad Miller (politician)
11690,Myrick,Sue,W.,,,Sue Wilkins Myrick,1941-08-01,F,rep,NC,9.0,,Republican,http://www.house.gov/myrick,230 Cannon HOB; Washington DC 20515-3309,202-225-1976,http://myrick.house.gov/zipauth.shtml,,,,,,,,M001134,849.0,N00002327,,H4NC09106,1172.0,400288,21789.0,,,29549.0,Sue Myrick
11691,Olver,John,W.,,,John W. Olver,1936-09-03,M,rep,MA,1.0,,Democrat,http://www.house.gov/olver,1111 Longworth HOB; Washington DC 20515-2101,202-225-5335,http://www.house.gov/olver/contactme.html,,,,,,,,O000085,879.0,N00000143,,H2MA01020,18777.0,400301,26894.0,,,29123.0,John Olver
11692,Paul,Ronald,E.,,Ron,Ron Paul,1935-08-20,M,rep,TX,14.0,,Republican,http://www.house.gov/paul,203 Cannon HOB; Washington DC 20515-4314,202-225-2831,http://www.house.gov/paul/contact.shtml,,,,,,,,P000583,900.0,N00005906,,H6TX22101,45747.0,400311,296.0,,,14290.0,Ron Paul
